Date,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,average.56-24,p10,p25,p75,p90
07/02/2024,0.162698379,0.12931477,0.234810778,0.069972669,0.110296158,0.076449664,0.094168577,0.108753187,0.129316779,0.161477593,0.125970001,0.12549848,0.187598131,0.112404026,0.08817654,0.029558711,0.073249391,0.086878708,0.14955393,0.034714367,0.034547893,0.115220328,0.270167338,0.103796414,0.178747666,0.100167334,0.173932647,0.097768496,0.032823441,0.081217006,0.059642531,0.082388362,0.061166176,0.0844471,0.046320827,0.052073548,0.05354435,0.095620523,0.068673719,0.090858163,0.113155804,0.091003916,0.203801912,0.070350847,0.104706447,0.195886489,0.085026026,0.097893444,0.091493657,0.083084023,0.039692262,0.054483438,0.041140918,0.076936332,0.09212677,0.049678664,0.051965146,0.09212677,0.052358758,0.03471362,0.106102354,0.067999447,0.010464091,0.017201906,0.007042838,0.020741636,0.029856026,0.056761769,0.039821981,0.090602927,0.034203003,0.052358758,0.110296158,0.164945233
07/03/2024,0.171358096,0.138593543,0.259970134,0.088594482,0.118705149,0.084142823,0.097730627,0.109662966,0.13912445,0.169565383,0.151792994,0.140215963,0.18825836,0.116869254,0.108478544,0.03170158,0.078228599,0.093217003,0.152869527,0.035338295,0.035400709,0.134930218,0.285267803,0.105932893,0.209312534,0.116479582,0.18599909,0.106783101,0.04043892,0.081217006,0.06354963,0.086516525,0.068339175,0.09054094,0.046886071,0.054322266,0.055568517,0.105656295,0.076090911,0.113040181,0.131769843,0.106805059,0.21235376,0.079919139,0.110265605,0.204551392,0.111524974,0.100605146,0.102225058,0.089309868,0.055297006,0.056879872,0.041615374,0.104615553,0.103780594,0.052909725,0.053625675,0.103780594,0.056033263,0.041233823,0.116297113,0.075173927,0.012436948,0.020249366,0.008010767,0.036146776,0.038784534,0.070188936,0.04974938,0.099751148,0.038256983,0.055568517,0.116869254,0.174286295
07/04/2024,0.203370778,0.179235243,0.266023949,0.110069943,0.128142842,0.090570307,0.104819317,0.112711513,0.156233355,0.169565383,0.162465156,0.147297062,0.207336049,0.120957426,0.114241876,0.038291942,0.080234791,0.096025334,0.1605915,0.036586151,0.036487358,0.144965657,0.295709189,0.111027399,0.222521276,0.130000174,0.20903683,0.114024319,0.060759038,0.082268069,0.064984844,0.094240045,0.076859744,0.096916197,0.051304359,0.061840926,0.060860764,0.112656677,0.089275899,0.137226214,0.150999744,0.119469784,0.230199553,0.0965074,0.121800184,0.215262917,0.126261429,0.103308813,0.126121071,0.109690283,0.071771968,0.059514089,0.044239844,0.124446846,0.113990957,0.057344688,0.056469125,0.113990957,0.069611249,0.051105319,0.120828922,0.085075895,0.019331108,0.022678052,0.008370284,0.054733289,0.049082033,0.090807493,0.057054447,0.110258009,0.048113595,0.061840926,0.130000174,0.204163832
07/05/2024,0.231315706,0.225688627,0.274737781,0.119065116,0.13651685,0.10156487,0.118693141,0.117879601,0.177905834,0.178562745,0.16992782,0.153998384,0.217026398,0.141342706,0.12886082,0.040189781,0.083348073,0.099604936,0.166245837,0.039908406,0.037861624,0.15114439,0.300349617,0.120390672,0.237922688,0.145767385,0.218544611,0.138742522,0.072275832,0.083670664,0.069342576,0.104940213,0.082956664,0.114283996,0.056550383,0.070606312,0.076806022,0.13218394,0.09771064,0.141492682,0.156039223,0.169929479,0.254374235,0.108439704,0.136633485,0.232836627,0.146247216,0.118313533,0.143898947,0.127131264,0.088481748,0.063780003,0.051549036,0.143267777,0.145556051,0.061345892,0.058751659,0.145556051,0.085594366,0.059996504,0.128551126,0.088900308,0.025307491,0.026328816,0.010518165,0.06783507,0.054557996,0.112584122,0.065880467,0.12252338,0.053956204,0.072275832,0.146247216,0.219973414
07/06/2024,0.257472061,0.242333759,0.295653544,0.120803974,0.145498857,0.128987388,0.146180156,0.127161265,0.186276774,0.183934927,0.189731983,0.162692302,0.247425501,0.161169595,0.135012673,0.048403965,0.086221577,0.10279236,0.198597645,0.046530161,0.040297069,0.157475082,0.31132846,0.128030514,0.255592229,0.16011476,0.222014873,0.147744896,0.084184742,0.088095978,0.075104438,0.108789082,0.09307113,0.125122515,0.06709893,0.108670493,0.084087398,0.14378696,0.103111297,0.14354554,0.164859634,0.181362233,0.281215105,0.120291081,0.147449737,0.247960564,0.217161437,0.124333952,0.153474834,0.129957671,0.114880397,0.067647783,0.058845404,0.15240803,0.151987943,0.069658127,0.059384771,0.151987943,0.107499921,0.06429771,0.134605624,0.108032256,0.025863938,0.034465689,0.015413121,0.08035531,0.059588242,0.133591403,0.082123939,0.134794937,0.059276898,0.084184742,0.161169595,0.243352107
07/07/2024,0.279678199,0.276571256,0.304956863,0.123563001,0.149990254,0.156456748,0.157201266,0.132021614,0.189648114,0.189601208,0.207222423,0.181693875,0.283447459,0.178517452,0.142978365,0.05078868,0.088203698,0.114668804,0.237050877,0.048418307,0.041662779,0.165688857,0.338771166,0.145464534,0.313820018,0.175876146,0.225814154,0.154767113,0.105107816,0.094455586,0.078808055,0.120477698,0.110766385,0.154323132,0.073472634,0.154324812,0.093308294,0.169076568,0.106014653,0.159279422,0.195346103,0.186075574,0.292243062,0.129331504,0.15749335,0.254582725,0.258782576,0.132596435,0.166769565,0.139395984,0.124708236,0.071116216,0.069001334,0.153606366,0.15442909,0.082489422,0.061061962,0.15442909,0.13081633,0.07653259,0.148940644,0.121630168,0.038069635,0.040560609,0.017551784,0.087915346,0.068576886,0.154315239,0.110422645,0.148590562,0.067073901,0.094455586,0.178517452,0.262340312
07/08/2024,0.287327642,0.309487552,0.313899935,0.130641341,0.153556353,0.179571874,0.160474336,0.135610613,0.190882866,0.212955514,0.217820455,0.202259943,0.287671979,0.185741714,0.158103131,0.059770349,0.0897718,0.131217377,0.24178852,0.04905376,0.04653367,0.177296298,0.381937005,0.1511847,0.330923931,0.198613082,0.230360215,0.171331565,0.117788367,0.099701051,0.084186689,0.132963164,0.153115018,0.177677351,0.080535435,0.181604431,0.104727333,0.192711943,0.109685568,0.176824196,0.211528893,0.196865192,0.305797237,0.145886498,0.161449593,0.278016762,0.276784512,0.138134756,0.172623634,0.145779934,0.142423355,0.074636169,0.074506736,0.162629134,0.165042773,0.093253722,0.067698528,0.165042773,0.16473182,0.086890441,0.16817727,0.129219701,0.04907572,0.04616051,0.021783018,0.090959885,0.075209594,0.17990622,0.125384921,0.161056628,0.073145095,0.104727333,0.192711943,0.279878938
07/09/2024,0.294581738,0.351108854,0.32129447,0.142045098,0.160250226,0.210208139,0.162356626,0.142354314,0.19387063,0.227462076,0.230743456,0.224934817,0.290963578,0.194708767,0.184976481,0.066187746,0.092944706,0.155020791,0.244704683,0.050935652,0.049533499,0.198871534,0.439680561,0.154833232,0.33811774,0.222938298,0.23781735,0.190374165,0.125532888,0.106981588,0.093014677,0.142724963,0.19920614,0.226231355,0.083478939,0.189578556,0.132988801,0.207600756,0.1298461,0.199881716,0.224602297,0.210899203,0.330827495,0.15686083,0.178987834,0.288894151,0.281694761,0.175072269,0.182981653,0.155320442,0.157819315,0.088787304,0.080892662,0.171636238,0.1731304,0.115561319,0.075823462,0.1731304,0.192155029,0.095530849,0.18056905,0.141226579,0.063225368,0.055689623,0.025654735,0.094015827,0.081821076,0.209092897,0.163895736,0.175893978,0.079878822,0.125532888,0.210899203,0.289308036
07/10/2024,0.302792507,0.373817815,0.330844616,0.155232241,0.165354329,0.214354869,0.16747299,0.145441289,0.196599697,0.23878279,0.243965197,0.23686494,0.291959079,0.216395881,0.206424258,0.078010842,0.094948822,0.244217025,0.246865473,0.052482838,0.053252849,0.217700322,0.464959132,0.165900291,0.35118445,0.260646273,0.247042687,0.203383126,0.138321744,0.130708693,0.098549627,0.154674654,0.20468367,0.251281833,0.090321445,0.205664439,0.160306668,0.22690732,0.163421006,0.227937009,0.244452548,0.219825357,0.343453828,0.169487529,0.191950415,0.294080768,0.299619058,0.230905701,0.205893454,0.163748999,0.164399956,0.109202587,0.09810132,0.187371257,0.208601329,0.14107342,0.165841955,0.208601329,0.222969787,0.112560889,0.195484142,0.161860621,0.073234185,0.05811831,0.035509177,0.096684075,0.096013301,0.23380925,0.181839978,0.193251728,0.094023347,0.145441289,0.23686494,0.295188426
07/11/2024,0.328847418,0.415735633,0.349829474,0.171279614,0.200737995,0.219521688,0.176603225,0.14740189,0.204325922,0.255959707,0.250628797,0.240532064,0.301325673,0.240611948,0.245280857,0.082525337,0.098789668,0.31076354,0.261105741,0.054870488,0.053658757,0.260988036,0.486633988,0.193402832,0.374502484,0.284026714,0.272786443,0.216114622,0.169609241,0.145227936,0.105333053,0.176972283,0.215745614,0.259264525,0.096793202,0.2140856,0.200094213,0.256715734,0.19606808,0.242258662,0.261554535,0.234476994,0.357190717,0.182394525,0.205210246,0.302101989,0.320642249,0.252056389,0.230744089,0.176568546,0.177361963,0.171998825,0.122610621,0.196863961,0.223863805,0.172830763,0.235745267,0.223863805,0.23341953,0.121110106,0.200422002,0.198118428,0.082339678,0.064599963,0.050323104,0.102716139,0.110782129,0.264089212,0.196300264,0.212308095,0.098390375,0.171998825,0.256715734,0.312739282
07/12/2024,0.353767672,0.462598553,0.362375813,0.187786245,0.215208463,0.225611567,0.182680977,0.151322855,0.206156473,0.268507046,0.259554739,0.243083593,0.310606325,0.257897513,0.28976329,0.08634988,0.099221971,0.378494622,0.280688426,0.056117829,0.058068389,0.285825061,0.49370576,0.20960399,0.391782089,0.30436263,0.286871476,0.222693806,0.183784139,0.167249833,0.112479004,0.194555103,0.228182665,0.270668757,0.100102185,0.238948342,0.236764872,0.277194586,0.220920472,0.254892938,0.265109415,0.280934418,0.370458303,0.193918515,0.223848062,0.31740279,0.340635403,0.262953795,0.242637607,0.201651317,0.192529532,0.226932308,0.16564509,0.215097473,0.250122057,0.199475949,0.281884674,0.250122057,0.242855346,0.127440326,0.208281973,0.229889715,0.096388154,0.067848524,0.060555499,0.117083628,0.122356645,0.281516995,0.226374664,0.230121742,0.099926142,0.187786245,0.280688426,0.343261857
07/13/2024,0.369603808,0.501700899,0.386100867,0.190105403,0.234103322,0.257725426,0.190273427,0.159259407,0.211051805,0.283617725,0.288797615,0.247830464,0.319045765,0.278303048,0.324392686,0.095427177,0.101836707,0.426076287,0.306284656,0.060654573,0.058899433,0.297366702,0.503743261,0.218480485,0.403488999,0.334031739,0.293264868,0.240180941,0.213664174,0.20659572,0.123039065,0.213376882,0.234393792,0.293994668,0.122969077,0.265085912,0.247183282,0.284126954,0.232019962,0.270222836,0.28878933,0.293970931,0.384498342,0.201889244,0.242863468,0.322704944,0.369641499,0.293890436,0.257723371,0.213868387,0.198005886,0.256851804,0.219797223,0.229923949,0.259419644,0.212205442,0.304837751,0.259419644,0.259687333,0.139644809,0.219520861,0.249762827,0.111925306,0.074484871,0.069423575,0.132979087,0.134284906,0.310784655,0.248821824,0.247100597,0.120760323,0.20659572,0.293970931,0.369611347
07/14/2024,0.389993823,0.51314302,0.3952308,0.191792935,0.25416623,0.288030776,0.197365206,0.183268229,0.214811414,0.299521294,0.338436528,0.301313521,0.326668416,0.282891012,0.342924136,0.105121647,0.105966011,0.473329277,0.344822706,0.067096349,0.062964167,0.306536941,0.515658752,0.237382465,0.433653433,0.344444471,0.31814278,0.271180591,0.25752991,0.220147228,0.12963274,0.223453004,0.273189604,0.325617371,0.148936384,0.278612965,0.250300469,0.298898594,0.254624007,0.300486926,0.341753492,0.300738384,0.397872613,0.221378695,0.252149412,0.34037332,0.404304487,0.302725829,0.282078557,0.231339017,0.208741661,0.269820845,0.29091865,0.246442194,0.292109788,0.218039056,0.322087269,0.292109788,0.293815041,0.153513538,0.225945154,0.268588426,0.134869705,0.081987501,0.090690364,0.149410477,0.154996639,0.330731044,0.27043733,0.267206586,0.133822312,0.218039056,0.322087269,0.391041218
07/15/2024,0.39799568,0.528774158,0.402713507,0.192138477,0.270721229,0.333809861,0.218776556,0.195581097,0.229512836,0.309258566,0.399402172,0.361570769,0.330250196,0.290902414,0.365842187,0.113794507,0.109077218,0.557830454,0.37366837,0.079003884,0.067423738,0.321921018,0.5478258,0.258718265,0.453879695,0.362396676,0.37426594,0.306474582,0.35542448,0.241595459,0.147220404,0.241948176,0.311433154,0.372273479,0.180545796,0.304278139,0.273115336,0.312205284,0.303431969,0.328409055,0.360469436,0.333989999,0.426833,0.242152434,0.275007436,0.35740762,0.415398111,0.313659154,0.305129652,0.249263916,0.222918802,0.285388659,0.319625393,0.268850302,0.336114118,0.223115805,0.36258976,0.336114118,0.342491433,0.161728386,0.254339661,0.28483477,0.176841694,0.094053586,0.102665032,0.164450729,0.17798295,0.34543776,0.286605879,0.292041597,0.158826789,0.229512836,0.35740762,0.400064439
07/16/2024,0.406739256,0.533251956,0.405709781,0.20503749,0.279382561,0.376095869,0.22507448,0.203576549,0.260149039,0.314329481,0.409766498,0.382781023,0.341594033,0.311860016,0.416895777,0.131923645,0.119546104,0.579627798,0.375485191,0.095187713,0.073571787,0.342621394,0.572976287,0.303932079,0.474788781,0.384500948,0.450276234,0.346539567,0.377769995,0.279363931,0.223780818,0.269174753,0.352570933,0.389580534,0.192581028,0.320666509,0.308331486,0.352344568,0.321547634,0.3377164,0.368502904,0.343744382,0.454676127,0.259414245,0.33158375,0.368429601,0.429778986,0.331270742,0.327398453,0.274206215,0.23416937,0.30221814,0.344344139,0.290365532,0.354794201,0.241417772,0.415021409,0.354794201,0.362993995,0.180650652,0.268188871,0.305290932,0.207793146,0.1145814,0.111376395,0.174758831,0.192366196,0.36593484,0.298503772,0.313872741,0.179472288,0.259414245,0.375485191,0.419472418
07/17/2024,0.425746363,0.548788252,0.414044548,0.217348871,0.285985406,0.401944641,0.228940823,0.224197597,0.268902934,0.328408689,0.415519902,0.417620374,0.372628713,0.341464498,0.447311642,0.184073696,0.140206525,0.617521278,0.378304299,0.109303514,0.088007129,0.353387923,0.600924144,0.325332316,0.485732824,0.401889318,0.539351542,0.392127385,0.397221927,0.308678763,0.249140968,0.337450115,0.369509541,0.402656533,0.224022277,0.333311958,0.381281925,0.37458044,0.329650475,0.353064645,0.377455272,0.355875537,0.474654145,0.30231164,0.368578845,0.382955262,0.452991184,0.35196989,0.345487387,0.292185949,0.250057715,0.313501505,0.368631172,0.317128379,0.386805069,0.258529115,0.443850208,0.386805069,0.379252209,0.20119917,0.278608408,0.331587477,0.230708639,0.131551265,0.115579974,0.208214554,0.235045456,0.414606296,0.312829196,0.337457112,0.206811478,0.268902934,0.397221927,0.44844755
07/18/2024,0.451353749,0.560083714,0.425537019,0.233299796,0.291996242,0.407563436,0.241447498,0.242746209,0.294668569,0.349844542,0.419341834,0.452459181,0.516167194,0.36176836,0.466057764,0.247993947,0.240398682,0.643519444,0.395374225,0.128232386,0.107274131,0.354772727,0.627023417,0.337770197,0.498073747,0.425279746,0.566473506,0.41237492,0.412783636,0.328574916,0.309097606,0.403660028,0.377947087,0.412083064,0.28643298,0.365286477,0.45600285,0.383043913,0.369070411,0.371449331,0.381577803,0.36953859,0.499218941,0.349754784,0.386231745,0.398229647,0.459299265,0.39055466,0.36479094,0.308998176,0.260456077,0.341783024,0.387780399,0.353650227,0.437156382,0.270838128,0.491705681,0.437156382,0.404997328,0.230076525,0.286468379,0.35513677,0.255264565,0.134583256,0.119424036,0.223038154,0.26065655,0.460524291,0.328405847,0.364081522,0.238978905,0.291996242,0.425279746,0.492979294
07/19/2024,0.490055335,0.589802318,0.437077995,0.253393882,0.297054664,0.41463641,0.260375237,0.254302056,0.348888323,0.392185252,0.427030323,0.468344151,0.607608469,0.396706212,0.474881997,0.316918202,0.308427418,0.654042431,0.427680416,0.212979136,0.146277812,0.356178159,0.653552154,0.356466053,0.511397519,0.440174405,0.574864727,0.426203932,0.461164033,0.345778325,0.362827746,0.485981381,0.383622028,0.43271127,0.323141007,0.418097279,0.479669673,0.390572697,0.391942406,0.386071363,0.396030403,0.377311198,0.512407512,0.399085777,0.40956196,0.433697415,0.473114268,0.410814117,0.398979715,0.329057086,0.273888384,0.365159274,0.436499795,0.414193629,0.487040693,0.276304375,0.518485197,0.487040693,0.416115163,0.253193607,0.305929782,0.378103012,0.278541387,0.160664563,0.135298076,0.241567653,0.286872546,0.484357917,0.357693547,0.392117289,0.254120421,0.323141007,0.461164033,0.511599517
07/20/2024,0.510933186,0.63416684,0.454234762,0.261048928,0.309449456,0.453366724,0.275458568,0.26420027,0.392265437,0.405943063,0.429585304,0.475539129,0.628547375,0.430554301,0.477093429,0.367593476,0.322696213,0.662309686,0.505477504,0.360937072,0.178513649,0.362110161,0.679298553,0.371644607,0.523991949,0.457039791,0.593736546,0.451485076,0.51995888,0.380902313,0.422623249,0.507804715,0.388007096,0.447679552,0.361773994,0.458743886,0.494097968,0.397821074,0.397912359,0.406653303,0.414056748,0.394399835,0.561969301,0.462987745,0.429689922,0.488502941,0.506198891,0.423227656,0.415621518,0.346286984,0.28670675,0.381724254,0.507129668,0.45477259,0.52518627,0.297554131,0.52547164,0.52518627,0.43541123,0.279221223,0.321997767,0.400891375,0.312022142,0.185925995,0.167866592,0.25547903,0.305069157,0.508572169,0.38891428,0.419293384,0.278468692,0.361773994,0.494097968,0.525243344
07/21/2024,0.524930819,0.664477266,0.459116396,0.277988351,0.34050291,0.510036745,0.287191929,0.298415931,0.399219137,0.439713294,0.441928896,0.488167343,0.63942977,0.448381011,0.481546591,0.386833969,0.360909277,0.674586058,0.553715324,0.393918507,0.25299608,0.392144001,0.694218801,0.392018352,0.544853772,0.466948429,0.629298322,0.477734933,0.55409497,0.421665113,0.436592475,0.52581952,0.404698211,0.473966265,0.401383544,0.481748548,0.518043702,0.405925499,0.418539979,0.420028791,0.441516728,0.422804825,0.599057187,0.487938751,0.438671322,0.521091096,0.551278904,0.447256665,0.441970103,0.362304232,0.318164179,0.424937047,0.564594447,0.493213343,0.558852873,0.324075386,0.571505529,0.558852873,0.455021693,0.2991314,0.362733298,0.441319472,0.364747286,0.199678238,0.199402649,0.268010673,0.337274046,0.52942558,0.42876623,0.446338042,0.298988306,0.392018352,0.521091096,0.565976663
07/22/2024,0.550628408,0.687467286,0.463302132,0.292562727,0.372209088,0.573929556,0.295354988,0.319289304,0.412599557,0.500699605,0.463343731,0.524232385,0.657007051,0.461745649,0.485595692,0.410538131,0.447106239,0.707886497,0.565771465,0.401625768,0.281782153,0.482531906,0.724755973,0.433858249,0.565097207,0.484473811,0.646119977,0.496680979,0.576641714,0.447529552,0.441851431,0.537739789,0.414774984,0.513791169,0.418521028,0.504247312,0.53524555,0.426194222,0.456475242,0.435029418,0.451014109,0.468541443,0.625133403,0.524590252,0.459229624,0.542780117,0.571796898,0.469735208,0.452880231,0.398566113,0.338423299,0.455360865,0.58042248,0.531207657,0.581905793,0.361059965,0.636982612,0.581905793,0.47022275,0.309322066,0.408065896,0.457951221,0.423665612,0.238382526,0.23460762,0.291283724,0.362308536,0.544998826,0.476215451,0.473402855,0.317295857,0.414774984,0.542780117,0.590551315
07/23/2024,0.584413385,0.700417471,0.473342041,0.329102125,0.391088553,0.610841284,0.304720413,0.355699472,0.421689896,0.551301212,0.490560517,0.573572028,0.666717396,0.473064957,0.499137358,0.435003675,0.527408024,0.722853141,0.575988396,0.410981059,0.311682051,0.569377183,0.760346772,0.456223027,0.576783768,0.525523877,0.662162776,0.531954877,0.588089825,0.466578742,0.455003499,0.549138465,0.443587675,0.5498547,0.427599032,0.516722085,0.563935858,0.460200028,0.493527846,0.465374776,0.466714979,0.508039092,0.642554563,0.543570451,0.491751414,0.577887822,0.591108385,0.487078683,0.46020965,0.428043623,0.350448118,0.472719372,0.608928327,0.565896755,0.59547008,0.384956536,0.676618739,0.59547008,0.496353004,0.321860918,0.421719332,0.470205155,0.473218286,0.284512097,0.264677956,0.327920819,0.388082352,0.560207643,0.523807026,0.499298558,0.346178919,0.435003675,0.573572028,0.61718394
07/24/2024,0.605779075,0.707979504,0.494869946,0.366798584,0.4487101,0.632699881,0.334843114,0.422169922,0.449543903,0.589261672,0.525127874,0.618959278,0.701529061,0.484994786,0.508745409,0.463577823,0.540106324,0.729361968,0.583750567,0.41701226,0.361820788,0.617855632,0.784998991,0.476702329,0.589909017,0.571753105,0.676149712,0.576891894,0.621706314,0.479965721,0.470607563,0.582504284,0.456054345,0.585305415,0.432279878,0.528208903,0.59448117,0.500714626,0.551767716,0.527485213,0.528125448,0.519230085,0.650658896,0.577944342,0.531380058,0.586437578,0.607519991,0.517697913,0.473403467,0.454720884,0.359527027,0.489158532,0.640751094,0.577590326,0.620582054,0.410335853,0.706363884,0.620582054,0.513813783,0.338928954,0.431406529,0.494762432,0.516968015,0.296284265,0.31460467,0.351216675,0.413679295,0.586211644,0.586510725,0.526512756,0.365803024,0.456054345,0.589909017,0.642732655
